chain,auroc
4E6K.AB.G_G,0.9100
4FTV.ABC.DE_ABC,0.5995
4FTV.ABC.DE_DE,0.8437
4HFK.A.BD_A,0.8940
4HFK.A.BD_BD,0.5124
4HSA.AB.C_AB,0.4573
4HSA.AB.C_C,0.4080
4I77.HL.Z_HL,0.9402
4I77.HL.Z_Z,0.3079
4J2L.A.CD_A,0.4654
4J2L.A.CD_CD,0.6282
4JFD.ABC.DE_ABC,0.6006
4JFD.ABC.DE_DE,0.8691
4JFE.ABC.DE_ABC,0.6121
4JFE.ABC.DE_DE,0.8776
4JFF.ABC.DE_ABC,0.6014
4JFF.ABC.DE_DE,0.8818
4JGH.ABC.D_ABC,0.5906
4JGH.ABC.D_D,0.8080
4JPK.HL.A_A,0.4305
4JPK.HL.A_HL,0.8069
4K71.A.BC_A,0.5218
4K71.A.BC_BC,0.4783
4L3E.ABC.DE_ABC,0.5885
4L3E.ABC.DE_DE,0.8654
4LRX.AB.CD_AB,0.7162
4LRX.AB.CD_CD,0.5869
4MNQ.ABC.DE_ABC,0.6194
4MNQ.ABC.DE_DE,0.8445
4N8V.G.ABC_ABC,0.6388
4N8V.G.ABC_G,0.5731
4NM8.ABCDEF.HL_ABCDEF,0.8146
4NM8.ABCDEF.HL_HL,0.9256
4OZG.ABJ.GH_ABJ,0.4256
4OZG.ABJ.GH_GH,0.8207
4P23.CD.AB_AB,0.8897
4P23.CD.AB_CD,0.3885
4P5T.CD.AB_AB,0.8758
4P5T.CD.AB_CD,0.3862
4PWX.AB.CD_AB,0.4923
4PWX.AB.CD_CD,0.6096
4U6H.AB.E_AB,0.8651
4U6H.AB.E_E,0.6308
4X4M.AB.E_AB,0.6065
4X4M.AB.E_E,0.7131
4ZS6.HL.A_A,0.5158
4ZS6.HL.A_HL,0.8870
5C6T.HL.A_A,0.3982
5C6T.HL.A_HL,0.7713
5E9D.AB.CDE_AB,0.7015
5E9D.AB.CDE_CDE,0.6812
