chain,auroc
4P5T.CD.AB_CD,0.3589
4PWX.AB.CD_AB,0.5254
4PWX.AB.CD_CD,0.7442
4U6H.AB.E_AB,0.6497
4U6H.AB.E_E,0.5972
4X4M.AB.E_AB,0.5830
4X4M.AB.E_E,0.5754
4ZS6.HL.A_A,0.3500
4ZS6.HL.A_HL,0.6456
5C6T.HL.A_A,0.1853
5C6T.HL.A_HL,0.4606
5E9D.AB.CDE_AB,0.3760
5E9D.AB.CDE_CDE,0.5121
