chain,auroc
2AK4.ABC.DE_ABC,0.3276
2AK4.ABC.DE_DE,0.2401
2B0U.AB.C_AB,0.5111
2B0U.AB.C_C,0.6446
2B2X.HL.A_A,0.5443
2B2X.HL.A_HL,0.2168
2BDN.HL.A_A,0.4408
2BDN.HL.A_HL,0.2946
2BNQ.ABC.DE_ABC,0.3481
2BNQ.ABC.DE_DE,0.2192
2BNR.ABC.DE_ABC,0.3474
2BNR.ABC.DE_DE,0.2212
2E7L.EQ.AD_AD,0.2873
2E7L.EQ.AD_EQ,0.3463
2J8U.ABC.EF_ABC,0.3588
2J8U.ABC.EF_EF,0.2457
2JCC.ABC.EF_ABC,0.3675
2JCC.ABC.EF_EF,0.2408
2JEL.LH.P_LH,0.3230
2JEL.LH.P_P,0.5006
2NYY.DC.A_A,0.6033
2NYY.DC.A_DC,0.2077
2NZ9.DC.A_A,0.6033
2NZ9.DC.A_DC,0.1915
2OI9.AQ.BC_AQ,0.3637
2OI9.AQ.BC_BC,0.2624
2P5E.ABC.DE_ABC,0.3655
2P5E.ABC.DE_DE,0.1927
2UWE.ABC.EF_ABC,0.3534
2UWE.ABC.EF_EF,0.2418
2VIR.AB.C_AB,0.3130
2VIR.AB.C_C,0.6054
2VIS.AB.C_AB,0.3306
2VIS.AB.C_C,0.6079
2VLR.ABC.DE_ABC,0.3152
2VLR.ABC.DE_DE,0.1944
3AAA.AB.C_AB,0.7010
3AAA.AB.C_C,0.6384
3B4V.AB.C_AB,0.5851
3B4V.AB.C_C,0.6011
3BN9.B.CD_B,0.5844
3BN9.B.CD_CD,0.2782
3C60.CD.AB_AB,0.1897
3C60.CD.AB_CD,0.3841
3D3V.ABC.DE_ABC,0.3512
3D3V.ABC.DE_DE,0.1826
3G6D.LH.A_A,0.6699
3G6D.LH.A_LH,0.1952
3H9S.ABC.DE_ABC,0.3238
3H9S.ABC.DE_DE,0.1921
3HFM.HL.Y_HL,0.3763
3HFM.HL.Y_Y,0.4732
3HH2.AB.C_AB,0.5643
3HH2.AB.C_C,0.6391
3LZF.AB.HL_AB,0.2927
3LZF.AB.HL_HL,0.2504
3N85.A.LH_A,0.4455
3N85.A.LH_LH,0.1788
3NGB.HL.G_G,0.4915
3NGB.HL.G_HL,0.1721
3NPS.A.BC_A,0.5866
3NPS.A.BC_BC,0.2871
3PWP.ABC.DE_ABC,0.3288
3PWP.ABC.DE_DE,0.1876
3QDG.ABC.DE_ABC,0.3403
3QDG.ABC.DE_DE,0.2093
3QDJ.ABC.DE_ABC,0.3527
3QDJ.ABC.DE_DE,0.2184
3QFJ.ABC.DE_ABC,0.3568
3QFJ.ABC.DE_DE,0.1876
3QIB.ABP.CD_ABP,0.5039
3QIB.ABP.CD_CD,0.2673
3SE8.HL.G_G,0.4731
3SE8.HL.G_HL,0.1807
3SE9.HL.G_G,0.5046
3SE9.HL.G_HL,0.1527
3SZK.AB.C_AB,0.3477
3SZK.AB.C_C,0.7032
3VR6.ABCDEF.GH_ABCDEF,0.5221
3VR6.ABCDEF.GH_GH,0.6635
3W2D.A.HL_A,0.4804
3W2D.A.HL_HL,0.3019
4B0M.A.BM_A,0.6675
4B0M.A.BM_BM,0.7470
4E6K.AB.G_AB,0.5349
4E6K.AB.G_G,0.6075
4FTV.ABC.DE_ABC,0.3312
4FTV.ABC.DE_DE,0.1750
4HFK.A.BD_A,0.5897
4HFK.A.BD_BD,0.5234
4HSA.AB.C_AB,0.4105
4HSA.AB.C_C,0.5720
4I77.HL.Z_HL,0.2342
4I77.HL.Z_Z,0.3272
4J2L.A.CD_A,0.5666
4J2L.A.CD_CD,0.6088
4JFD.ABC.DE_ABC,0.3602
4JFD.ABC.DE_DE,0.2137
4JFE.ABC.DE_ABC,0.3450
4JFE.ABC.DE_DE,0.2007
4JFF.ABC.DE_ABC,0.3453
4JFF.ABC.DE_DE,0.2163
4JGH.ABC.D_ABC,0.6332
4JGH.ABC.D_D,0.4917
4JPK.HL.A_A,0.4284
4JPK.HL.A_HL,0.4133
4K71.A.BC_A,0.5206
4K71.A.BC_BC,0.5185
4L3E.ABC.DE_ABC,0.3248
4L3E.ABC.DE_DE,0.2019
4LRX.AB.CD_AB,0.4757
4LRX.AB.CD_CD,0.5509
4MNQ.ABC.DE_ABC,0.3763
4MNQ.ABC.DE_DE,0.2035
4N8V.G.ABC_ABC,0.4872
4N8V.G.ABC_G,0.5200
4NM8.ABCDEF.HL_ABCDEF,0.6564
4NM8.ABCDEF.HL_HL,0.1834
4OZG.ABJ.GH_ABJ,0.3874
4OZG.ABJ.GH_GH,0.2549
4P23.CD.AB_AB,0.2387
4P23.CD.AB_CD,0.3715
4P5T.CD.AB_AB,0.2172
4P5T.CD.AB_CD,0.3519
4PWX.AB.CD_AB,0.5292
4PWX.AB.CD_CD,0.6757
4U6H.AB.E_AB,0.2816
4U6H.AB.E_E,0.4418
4X4M.AB.E_AB,0.4611
4X4M.AB.E_E,0.6166
4ZS6.HL.A_A,0.6012
4ZS6.HL.A_HL,0.2518
5C6T.HL.A_A,0.6181
5C6T.HL.A_HL,0.3141
5E9D.AB.CDE_AB,0.4930
5E9D.AB.CDE_CDE,0.2443
