chain,auroc
2UWE.ABC.EF_ABC,0.5640
2UWE.ABC.EF_EF,0.7472
2VIR.AB.C_AB,0.9087
2VIR.AB.C_C,0.5811
2VIS.AB.C_AB,0.9134
2VIS.AB.C_C,0.5878
2VLR.ABC.DE_ABC,0.6012
2VLR.ABC.DE_DE,0.5488
3AAA.AB.C_AB,0.3996
3AAA.AB.C_C,0.4786
3B4V.AB.C_AB,0.4974
3B4V.AB.C_C,0.4220
3BN9.B.CD_B,0.6174
3BN9.B.CD_CD,0.8126
3C60.CD.AB_AB,0.8697
3C60.CD.AB_CD,0.6343
3D3V.ABC.DE_ABC,0.5760
3D3V.ABC.DE_DE,0.6479
3G6D.LH.A_A,0.2860
3G6D.LH.A_LH,0.9516
3H9S.ABC.DE_ABC,0.5411
3H9S.ABC.DE_DE,0.6377
3HFM.HL.Y_HL,0.9066
3HFM.HL.Y_Y,0.5090
3HH2.AB.C_AB,0.4529
3HH2.AB.C_C,0.4168
3LZF.AB.HL_AB,0.8134
3LZF.AB.HL_HL,0.8032
3N85.A.LH_A,0.6459
3N85.A.LH_LH,0.8322
3NGB.HL.G_G,0.6266
3NGB.HL.G_HL,0.6603
3NPS.A.BC_A,0.6069
3NPS.A.BC_BC,0.6930
3PWP.ABC.DE_ABC,0.5825
3PWP.ABC.DE_DE,0.5381
3QDG.ABC.DE_ABC,0.5141
3QDG.ABC.DE_DE,0.7609
3QDJ.ABC.DE_ABC,0.5223
3QDJ.ABC.DE_DE,0.7663
3QFJ.ABC.DE_ABC,0.5852
3QFJ.ABC.DE_DE,0.5510
3QIB.ABP.CD_ABP,0.7256
3QIB.ABP.CD_CD,0.5952
3SE8.HL.G_G,0.6812
3SE8.HL.G_HL,0.6074
3SE9.HL.G_G,0.5801
3SE9.HL.G_HL,0.6257
3SZK.AB.C_AB,0.0889
3SZK.AB.C_C,0.4045
3VR6.ABCDEF.GH_ABCDEF,0.5997
3VR6.ABCDEF.GH_GH,0.5298
3W2D.A.HL_A,0.5570
3W2D.A.HL_HL,0.7140
4B0M.A.BM_A,0.6059
4B0M.A.BM_BM,0.5683
4E6K.AB.G_AB,0.6296
4E6K.AB.G_G,0.7988
4FTV.ABC.DE_ABC,0.5757
4FTV.ABC.DE_DE,0.6121
4HFK.A.BD_A,0.7292
4HFK.A.BD_BD,0.4845
4HSA.AB.C_AB,0.4759
4HSA.AB.C_C,0.4674
4I77.HL.Z_HL,0.7182
4I77.HL.Z_Z,0.8070
4J2L.A.CD_A,0.3753
4J2L.A.CD_CD,0.7419
4JFD.ABC.DE_ABC,0.5457
4JFD.ABC.DE_DE,0.8357
4JFE.ABC.DE_ABC,0.5482
4JFE.ABC.DE_DE,0.8226
4JFF.ABC.DE_ABC,0.5453
4JFF.ABC.DE_DE,0.8319
4JGH.ABC.D_ABC,0.6927
4JGH.ABC.D_D,0.4611
4JPK.HL.A_A,0.9330
4JPK.HL.A_HL,0.6291
4K71.A.BC_A,0.5756
4K71.A.BC_BC,0.4879
4L3E.ABC.DE_ABC,0.5648
4L3E.ABC.DE_DE,0.8124
4LRX.AB.CD_AB,0.5444
4LRX.AB.CD_CD,0.4975
4MNQ.ABC.DE_ABC,0.5537
4MNQ.ABC.DE_DE,0.5712
4N8V.G.ABC_ABC,0.6718
4N8V.G.ABC_G,0.4482
4NM8.ABCDEF.HL_ABCDEF,0.2849
4NM8.ABCDEF.HL_HL,0.6934
4OZG.ABJ.GH_ABJ,0.6345
4OZG.ABJ.GH_GH,0.5997
4P23.CD.AB_AB,0.8271
4P23.CD.AB_CD,0.4444
4P5T.CD.AB_AB,0.8383
4P5T.CD.AB_CD,0.4822
4PWX.AB.CD_AB,0.5603
4PWX.AB.CD_CD,0.5148
4U6H.AB.E_AB,0.9065
4U6H.AB.E_E,0.5169
4X4M.AB.E_AB,0.4608
4X4M.AB.E_E,0.4832
4ZS6.HL.A_A,0.6201
4ZS6.HL.A_HL,0.8727
5C6T.HL.A_A,0.4929
5C6T.HL.A_HL,0.6515
5E9D.AB.CDE_AB,0.7157
5E9D.AB.CDE_CDE,0.6238
