chain,auroc
3VR6.ABCDEF.GH_GH,0.7606
3W2D.A.HL_A,0.4126
3W2D.A.HL_HL,0.8492
4B0M.A.BM_A,0.4401
4B0M.A.BM_BM,0.8006
4E6K.AB.G_AB,0.6586
4E6K.AB.G_G,0.9712
4FTV.ABC.DE_ABC,0.4648
4FTV.ABC.DE_DE,0.6638
4HFK.A.BD_A,0.8041
4HFK.A.BD_BD,0.4178
4HSA.AB.C_AB,0.4124
4HSA.AB.C_C,0.4673
4I77.HL.Z_HL,0.8438
4I77.HL.Z_Z,0.3781
4J2L.A.CD_A,0.7208
4J2L.A.CD_CD,0.1185
4JFD.ABC.DE_ABC,0.4684
4JFD.ABC.DE_DE,0.6265
4JFE.ABC.DE_ABC,0.4794
4JFE.ABC.DE_DE,0.6168
4JFF.ABC.DE_ABC,0.4752
4JFF.ABC.DE_DE,0.6254
4JGH.ABC.D_ABC,0.7804
4JGH.ABC.D_D,0.6946
4JPK.HL.A_A,0.6161
4JPK.HL.A_HL,0.8374
4K71.A.BC_A,0.5048
4K71.A.BC_BC,0.4156
4L3E.ABC.DE_ABC,0.4703
4L3E.ABC.DE_DE,0.6741
4LRX.AB.CD_AB,0.6450
4LRX.AB.CD_CD,0.6034
4MNQ.ABC.DE_ABC,0.4853
4MNQ.ABC.DE_DE,0.6650
4N8V.G.ABC_ABC,0.4220
4N8V.G.ABC_G,0.6200
4NM8.ABCDEF.HL_ABCDEF,0.4678
4NM8.ABCDEF.HL_HL,0.7443
4OZG.ABJ.GH_ABJ,0.3611
4OZG.ABJ.GH_GH,0.6451
4P23.CD.AB_AB,0.7267
4P23.CD.AB_CD,0.3780
4P5T.CD.AB_AB,0.6905
4P5T.CD.AB_CD,0.4152
4PWX.AB.CD_AB,0.4389
4PWX.AB.CD_CD,0.7323
4U6H.AB.E_AB,0.7926
4U6H.AB.E_E,0.5495
4X4M.AB.E_AB,0.6921
4X4M.AB.E_E,0.8061
4ZS6.HL.A_A,0.5751
4ZS6.HL.A_HL,0.8583
5C6T.HL.A_A,0.3808
5C6T.HL.A_HL,0.6030
5E9D.AB.CDE_AB,0.5830
5E9D.AB.CDE_CDE,0.5664
