chain,auroc
1XGR.AB.C_C,0.3972
1XGT.AB.C_AB,0.5957
1XGT.AB.C_C,0.3972
1XGU.AB.C_AB,0.5947
1XGU.AB.C_C,0.4227
1YQV.HL.Y_HL,0.6285
1YQV.HL.Y_Y,0.5708
1YY9.CD.A_A,0.4824
1YY9.CD.A_CD,0.6038
2AK4.ABC.DE_ABC,0.4549
2AK4.ABC.DE_DE,0.5454
2B0U.AB.C_AB,0.4746
2B0U.AB.C_C,0.5110
2B2X.HL.A_A,0.6134
2B2X.HL.A_HL,0.6342
2BDN.HL.A_A,0.4754
2BDN.HL.A_HL,0.5720
2BNQ.ABC.DE_ABC,0.3624
2BNQ.ABC.DE_DE,0.5753
2BNR.ABC.DE_ABC,0.3588
2BNR.ABC.DE_DE,0.5773
2E7L.EQ.AD_AD,0.5494
2E7L.EQ.AD_EQ,0.3477
2J8U.ABC.EF_ABC,0.4354
2J8U.ABC.EF_EF,0.5503
2JCC.ABC.EF_ABC,0.4183
2JCC.ABC.EF_EF,0.5719
2JEL.LH.P_LH,0.6376
2JEL.LH.P_P,0.3989
2NYY.DC.A_A,0.4852
2NYY.DC.A_DC,0.6065
2NZ9.DC.A_A,0.4852
2NZ9.DC.A_DC,0.5912
2OI9.AQ.BC_AQ,0.3021
2OI9.AQ.BC_BC,0.5384
2P5E.ABC.DE_ABC,0.4093
2P5E.ABC.DE_DE,0.5654
2UWE.ABC.EF_ABC,0.4138
2UWE.ABC.EF_EF,0.5534
2VIR.AB.C_AB,0.5934
2VIR.AB.C_C,0.4539
2VIS.AB.C_AB,0.5889
2VIS.AB.C_C,0.4713
2VLR.ABC.DE_ABC,0.4014
2VLR.ABC.DE_DE,0.5486
3AAA.AB.C_AB,0.4818
3AAA.AB.C_C,0.5432
3B4V.AB.C_AB,0.4834
3B4V.AB.C_C,0.4953
3BN9.B.CD_B,0.6796
3BN9.B.CD_CD,0.6387
3C60.CD.AB_AB,0.5975
3C60.CD.AB_CD,0.3879
3D3V.ABC.DE_ABC,0.3872
3D3V.ABC.DE_DE,0.6004
3G6D.LH.A_A,0.3723
3G6D.LH.A_LH,0.6764
3H9S.ABC.DE_ABC,0.4092
3H9S.ABC.DE_DE,0.5830
3HFM.HL.Y_HL,0.5910
3HFM.HL.Y_Y,0.4048
3HH2.AB.C_AB,0.4755
3HH2.AB.C_C,0.4676
3LZF.AB.HL_AB,0.5102
3LZF.AB.HL_HL,0.6680
3N85.A.LH_A,0.4309
3N85.A.LH_LH,0.6279
3NGB.HL.G_G,0.4091
3NGB.HL.G_HL,0.5738
3NPS.A.BC_A,0.6640
3NPS.A.BC_BC,0.6401
3PWP.ABC.DE_ABC,0.3908
3PWP.ABC.DE_DE,0.5826
3QDG.ABC.DE_ABC,0.4205
3QDG.ABC.DE_DE,0.5405
3QDJ.ABC.DE_ABC,0.4202
3QDJ.ABC.DE_DE,0.5469
3QFJ.ABC.DE_ABC,0.3711
3QFJ.ABC.DE_DE,0.5826
3QIB.ABP.CD_ABP,0.3910
3QIB.ABP.CD_CD,0.5481
3SE8.HL.G_G,0.4137
3SE8.HL.G_HL,0.5257
3SE9.HL.G_G,0.3918
3SE9.HL.G_HL,0.4968
3SZK.AB.C_AB,0.5068
3SZK.AB.C_C,0.3324
3VR6.ABCDEF.GH_ABCDEF,0.4939
3VR6.ABCDEF.GH_GH,0.4613
3W2D.A.HL_A,0.4293
3W2D.A.HL_HL,0.5968
4B0M.A.BM_A,0.5477
4B0M.A.BM_BM,0.6542
4E6K.AB.G_AB,0.6262
4E6K.AB.G_G,0.8925
4FTV.ABC.DE_ABC,0.4310
4FTV.ABC.DE_DE,0.5832
4HFK.A.BD_A,0.5662
4HFK.A.BD_BD,0.5707
4HSA.AB.C_AB,0.5355
4HSA.AB.C_C,0.5972
4I77.HL.Z_HL,0.6322
4I77.HL.Z_Z,0.5443
4J2L.A.CD_A,0.5456
4J2L.A.CD_CD,0.1494
4JFD.ABC.DE_ABC,0.4351
4JFD.ABC.DE_DE,0.5656
4JFE.ABC.DE_ABC,0.4362
4JFE.ABC.DE_DE,0.5527
4JFF.ABC.DE_ABC,0.4338
4JFF.ABC.DE_DE,0.5675
4JGH.ABC.D_ABC,0.4113
4JGH.ABC.D_D,0.6319
4JPK.HL.A_A,0.3372
4JPK.HL.A_HL,0.5287
4K71.A.BC_A,0.5774
4K71.A.BC_BC,0.4917
4L3E.ABC.DE_ABC,0.4481
4L3E.ABC.DE_DE,0.5675
4LRX.AB.CD_AB,0.6112
4LRX.AB.CD_CD,0.4982
4MNQ.ABC.DE_ABC,0.4160
4MNQ.ABC.DE_DE,0.5843
4N8V.G.ABC_ABC,0.3612
4N8V.G.ABC_G,0.5549
4NM8.ABCDEF.HL_ABCDEF,0.4851
4NM8.ABCDEF.HL_HL,0.6824
4OZG.ABJ.GH_ABJ,0.4083
4OZG.ABJ.GH_GH,0.5609
4P23.CD.AB_AB,0.5580
4P23.CD.AB_CD,0.3799
4P5T.CD.AB_AB,0.5482
4P5T.CD.AB_CD,0.3775
4PWX.AB.CD_AB,0.3932
4PWX.AB.CD_CD,0.8039
4U6H.AB.E_AB,0.6612
4U6H.AB.E_E,0.4731
4X4M.AB.E_AB,0.4600
4X4M.AB.E_E,0.5558
4ZS6.HL.A_A,0.4299
4ZS6.HL.A_HL,0.6421
5C6T.HL.A_A,0.6028
5C6T.HL.A_HL,0.4902
5E9D.AB.CDE_AB,0.4489
5E9D.AB.CDE_CDE,0.3708
